source_kind,source_id,source_name,target_kind,target_id,target_name,relationship_type,method,confidence,evidence
Document,164719,22/2023/TT-NHNN,Entity,E0017,chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'chi nhánh ngân hàng nước ngoài' (id=164719)
Document,173695,56/2024/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=173695)
Document,173695,56/2024/TT-NHNN,Entity,E0074,Đoàn Thái Sơn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đoàn Thái Sơn' (id=173695)
Document,173695,56/2024/TT-NHNN,Entity,E0031,ngân hàng thương mại,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'ngân hàng thương mại' (id=173695)
Document,173695,56/2024/TT-NHNN,Entity,E0017,chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'chi nhánh ngân hàng nước ngoài' (id=173695)
Document,173695,56/2024/TT-NHNN,Entity,E0041,văn phòng đại diện nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'văn phòng đại diện nước ngoài' (id=173695)
Document,186482,69/2025/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=186482)
Document,186482,69/2025/TT-NHNN,Entity,E0074,Đoàn Thái Sơn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đoàn Thái Sơn' (id=186482)
Document,186482,69/2025/TT-NHNN,Entity,E0047,Cục An toàn hệ thống các tổ chức tín dụng,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'Cục An toàn hệ thống các tổ chức tín dụng' (id=186482)
Document,186482,69/2025/TT-NHNN,Entity,E0036,tổ chức tín dụng,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'tổ chức tín dụng' (id=186482)
Document,186482,69/2025/TT-NHNN,Entity,E0017,chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'chi nhánh ngân hàng nước ngoài' (id=186482)
Document,186482,69/2025/TT-NHNN,Entity,E0008,Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam' (id=186482)
Document,112924,105/2016/TT-BTC,Entity,E0001,Bộ Tài chính,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Bộ Tài chính' (id=112924)
Document,112924,105/2016/TT-BTC,Entity,E0071,Trần Xuân Hà,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Trần Xuân Hà' (id=112924)
Document,112924,105/2016/TT-BTC,Entity,E0045,Chứng khoán,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Chứng khoán' (id=112924)
Document,112924,105/2016/TT-BTC,Entity,E0044,Bảo hiểm,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Bảo hiểm' (id=112924)
Document,112924,105/2016/TT-BTC,Entity,E0034,tổ chức kinh doanh chứng khoán,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'tổ chức kinh doanh chứng khoán' (id=112924)
Document,112924,105/2016/TT-BTC,Entity,E0033,quỹ đầu tư chứng khoán,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'quỹ đầu tư chứng khoán' (id=112924)
Document,112924,105/2016/TT-BTC,Entity,E0018,công ty đầu tư chứng khoán,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'công ty đầu tư chứng khoán' (id=112924)
Document,112924,105/2016/TT-BTC,Entity,E0022,doanh nghiệp kinh doanh bảo hiểm,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'doanh nghiệp kinh doanh bảo hiểm' (id=112924)
Document,174218,62/2024/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=174218)
Document,174218,62/2024/TT-NHNN,Entity,E0074,Đoàn Thái Sơn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đoàn Thái Sơn' (id=174218)
Document,174218,62/2024/TT-NHNN,Entity,E0031,Ngân hàng thương mại,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Ngân hàng thương mại' (id=174218)
Document,174218,62/2024/TT-NHNN,Entity,E0038,tổ chức tín dụng phi ngân hàng,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'tổ chức tín dụng phi ngân hàng' (id=174218)
Document,186888,62/2025/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=186888)
Document,186888,62/2025/TT-NHNN,Entity,E0074,Đoàn Thái Sơn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đoàn Thái Sơn' (id=186888)
Document,186888,62/2025/TT-NHNN,Entity,E0047,Cục An toàn hệ thống các tổ chức tín dụng,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'Cục An toàn hệ thống các tổ chức tín dụng' (id=186888)
Document,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=6e689cd0-6f81-11f1-94d6-fd5d6d5ff793)
Document,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Entity,E0074,Đoàn Thái Sơn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đoàn Thái Sơn' (id=6e689cd0-6f81-11f1-94d6-fd5d6d5ff793)
Document,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Entity,E0053,Ngân hàng,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Ngân hàng' (id=6e689cd0-6f81-11f1-94d6-fd5d6d5ff793)
Document,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Entity,E0031,Ngân hàng thương mại,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Ngân hàng thương mại' (id=6e689cd0-6f81-11f1-94d6-fd5d6d5ff793)
Document,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Entity,E0017,chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'chi nhánh ngân hàng nước ngoài' (id=6e689cd0-6f81-11f1-94d6-fd5d6d5ff793)
Document,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Entity,E0041,văn phòng đại diện nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'văn phòng đại diện nước ngoài' (id=6e689cd0-6f81-11f1-94d6-fd5d6d5ff793)
Document,185630,63/2025/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=185630)
Document,185630,63/2025/TT-NHNN,Entity,E0074,Đoàn Thái Sơn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đoàn Thái Sơn' (id=185630)
Document,185630,63/2025/TT-NHNN,Entity,E0032,quỹ tín dụng nhân dân,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'quỹ tín dụng nhân dân' (id=185630)
Document,185630,63/2025/TT-NHNN,Entity,E0012,ngân hàng hợp tác xã,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'ngân hàng hợp tác xã' (id=185630)
Document,117310,41/2016/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=117310)
Document,117310,41/2016/TT-NHNN,Entity,E0067,Nguyễn Đồng Tiến,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Nguyễn Đồng Tiến' (id=117310)
Document,166269,17/2023/QH15,Entity,E0004,Quốc hội,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Quốc hội' (id=166269)
Document,166269,17/2023/QH15,Entity,E0073,Vương Đình Huệ,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Vương Đình Huệ' (id=166269)
Document,166269,17/2023/QH15,Entity,E0048,Kinh tế tập thể,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Kinh tế tập thể' (id=166269)
Document,166269,17/2023/QH15,Entity,E0040,Tổ hợp tác,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Tổ hợp tác' (id=166269)
Document,166269,17/2023/QH15,Entity,E0026,hợp tác xã,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'hợp tác xã' (id=166269)
Document,166269,17/2023/QH15,Entity,E0029,liên hiệp hợp tác xã,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'liên hiệp hợp tác xã' (id=166269)
Document,177271,01/2025/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=177271)
Document,177271,01/2025/TT-NHNN,Entity,E0074,Đoàn Thái Sơn,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đoàn Thái Sơn' (id=177271)
Document,177271,01/2025/TT-NHNN,Entity,E0047,Cục An toàn hệ thống các tổ chức tín dụng,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'Cục An toàn hệ thống các tổ chức tín dụng' (id=177271)
Document,177271,01/2025/TT-NHNN,Entity,E0032,quỹ tín dụng nhân dân,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'quỹ tín dụng nhân dân' (id=177271)
Document,44209,01/2014/TT-NHNN,Entity,E0003,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Ngân hàng Nhà nước Việt Nam' (id=44209)
Document,44209,01/2014/TT-NHNN,Entity,E0075,Đào Minh Tú,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Đào Minh Tú' (id=44209)
Document,44209,01/2014/TT-NHNN,Entity,E0054,Phát hành và kho quỹ,THUOC_LINH_VUC,metadata,1.0,enriched_metadata.linh_vuc = 'Phát hành và kho quỹ' (id=44209)
Document,44209,01/2014/TT-NHNN,Entity,E0036,tổ chức tín dụng,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'tổ chức tín dụng' (id=44209)
Document,25692,46/2010/QH12,Entity,E0004,Quốc hội,BAN_HANH_BOI,metadata,1.0,enriched_metadata.co_quan_ban_hanh = 'Quốc hội' (id=25692)
Document,25692,46/2010/QH12,Entity,E0064,Nguyễn Phú Trọng,KY_BOI,metadata,1.0,enriched_metadata.nguoi_ky = 'Nguyễn Phú Trọng' (id=25692)
Document,25692,46/2010/QH12,Entity,E0058,Tiền tệ,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Tiền tệ' (id=25692)
Document,25692,46/2010/QH12,Entity,E0053,Ngân hàng,THUOC_LINH_VUC,gemini,0.75,enriched_metadata.linh_vuc = 'Ngân hàng' (id=25692)
Document,25692,46/2010/QH12,Entity,E0036,Tổ chức tín dụng,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'Tổ chức tín dụng' (id=25692)
Document,25692,46/2010/QH12,Entity,E0017,chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,gemini,0.75,enriched_metadata.doi_tuong_ap_dung = 'chi nhánh ngân hàng nước ngoài' (id=25692)
